gn_id,gn_gnc,gn_gnname,gn_mbile,gn_email,gn_dvcode,gn_version,gn_is_deleted,gn_created_at,gn_updated_at,gn_created_by,gn_updated_by,gn_version_number
1181,1-2-24-050,පහළගම / Pahalagama / பஹலகம,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1182,1-2-24-055,මැදගම 2 / Medagama 2 / ‎மெதகம 2,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1183,1-2-24-060,ඉහළගම බටහිර / Ihalagama West / இஹலகம ‍மேற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1184,1-2-24-065,ඉහළගම නැගෙනහිර / Ihalagama East / இஹலகம கிழக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1185,1-2-24-070,ගම්පහ අළුත්ගම උතුර / Gampaha Aluthgama North / கம்பஹா அலுத்கம வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1186,1-2-24-075,කරනායකමුල්ල / Karanayakamulla / கரனாயகமுல்ல,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1187,1-2-24-080,බදුවතුගොඩ / Baduwathugoda / பதுவது‎கொடை,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1188,1-2-24-085,බොරලියවත / Boraliyawatha / ‎பொரலியாவத்தை,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1189,1-2-24-090,තිත්තලපිටිගොඩ / Thittalapitigoda / தித்தலபிட்டி‎கொடை,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1190,1-2-24-095,අලුත්ගම බෝගමුව උතුර / Aluthgama Bogamuwa North / அலுத்கம ‍போகமுவ,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1191,1-2-24-100,අලුත්ගම ‍බෝගමුව දකුණ / Aluthgama Bogamuwa South / இஹல இபுல்‎கொட ‎தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1192,1-2-24-105,මහීපාලගොඩ / Mahipalagoda / மஹீபால‎கொடை,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1193,1-2-24-110,මොරැන්න / Morenna / ‍‎‍மோ‎ரெண்ண,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1194,1-2-24-115,වීදියවත්ත / Weediyawatta / வீதியவத்தை,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1195,1-2-24-120,කෙසෙල්වතුගොඩ උතුර / Keselwathugoda North / ‎கெ‎செல்வது‎கொடை  வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1196,1-2-24-125,ඉඳිගොල්ල / Indigolla / இந்தி‎கொல்ல,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1197,1-2-24-130,ගම්පහ අලුත්ගම බටහිර / Gampaha Aluthgama West / ஸ்ரீமலுயன/பன்டாரநாயககபுர,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1198,1-2-24-135,බැණ්ඩියමුල්ල උතුර / Bendiyamulla North / ‎பெண்டியமுல்ல வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1199,1-2-24-140,මැදගම 4 / Medagama 4 / ‎மெதகம 4,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1200,1-2-24-145,මැදගම 3 / Medagama 3 / மெதகம 3,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1201,1-2-24-150,මැදගම 1 / Medagama 1 / மெதகம 1,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1202,1-2-24-155,ඔරුතොට දකුණ / Oruthota South / ஒரு‎தொட்ட ‎தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1203,1-2-24-160,කොස්ඕවිට / Kosovita / ‎கொ‍சோவிட்ட,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1204,1-2-24-165,රත්මලවිට / Rathmalavita / ரத்மலவிட்ட,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1205,1-2-24-170,මාකිලන්ගමුව / Makilangamuwa / மாகிலங்கமுவ,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1206,1-2-24-175,හොරගොල්ල උතුර / Horagolla North / ‎ஹொர‎கொல்ல வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1207,1-2-24-180,තිබ්බොටු‍‍ගොඩ / Thibbotugoda / திப்‎பொடு‎கொடை,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1208,1-2-24-185,මිදෙල්ලවිට / Midellavita / மி‎தெல்லவிட்ட,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1209,1-2-24-190,කුඩා බොල්ලත / Kudabollatha / குடா‎பொல்லத,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1210,1-2-24-195,බොල්ලත උතුර / Bollatha North / பொல்லத வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1211,1-2-24-200,වේවැල් අගාර / Wewel Agara / ‍‎‍வே‎வெல் அகார,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1212,1-2-24-205,බොල්ලත බටහිර / Bollatha West / பொல்லத ‍மேற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1213,1-2-24-210,බොල්ලත දකුණ / Bollatha South / பொல்லத ‎தெற்க்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1214,1-2-24-215,බුළුගහගොඩ බටහිර / Bulugahagoda West / புலுகஹ‎கொடை மேற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1215,1-2-24-220,බුළුගහගොඩ නැගෙනහිර / Bulugahagoda East / புலுகஹ‎கொட கிழக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1216,1-2-24-225,ගලහිටියාව උතුර / Galahitiyawa North / கலஹிடியாவ வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1217,1-2-24-230,හොරගොල්ල දකුණ / Horagolla South / ஹொர‎கொல்ல தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1218,1-2-24-235,නැදුන / Neduna / ‎நெதுன,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1219,1-2-24-240,පහළයාගොඩ / Pahalayagoda / பஹல யா‎கொட,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1220,1-2-24-245,ඔරුතොට උතුර / Oruthota North / ஒரு‎தொட்ட வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1221,1-2-24-250,මොරගොඩ 1 / Moragoda1 / ‎மொரா‎கொட1,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1222,1-2-24-255,බැණ්ඩියමුල්ල  බටහිර / Bendiyamulla West / பெண்டியமுல்ல  மேற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1223,1-2-24-260,කිඩගම්මුල්ල / Kidagammulla / கிடகம்முள்ள,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1224,1-2-24-265,බැණ්ඩියමුල්ල නැගෙනහිර / Bendiyamulla East / பெண்டியமுல்ல கிழக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1225,1-2-24-270,ගම්පහ අළුත්ගම නැගෙනහිර / Gampaha Aluthgama East / கம்பஹா அலுத்கம கிழக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1226,1-2-24-275,කෙසෙල්වතුගොඩ දකුණ / Keselwathugoda South / ‎கெ‎செல்வது‎கொடை ‎தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1227,1-2-24-280,යක්කල උතුර / Yakkala North / யக்க‍லை வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1228,1-2-24-285,ගල්තොටමුල්ල / Galthotamulla / கல்‎தொடமுல்ல,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1229,1-2-24-290,යක්කල බටහිර / Yakkala West / யக்க‍லை மேற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1230,1-2-24-295,පැපොල්ගහදෙනිය / Pepolgahadeniya / ‎பெப்‎பொல்கஹ‎தெனிய,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1231,1-2-24-300,යක්කල නැගෙනහිර / Yakkala East / யக்க‍லை கிழக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1232,1-2-24-305,යක්කල දකුණ / Yakkala South / யக்க‍லை ‎தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1233,1-2-24-310,හෙනරත්ගොඩ / Henarathgoda / ‎ஹெனரத்‎கொட,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1234,1-2-24-315,මුදුන්ගොඩ බටහිර / Mudungoda West / முதுன்‎கொடை மேற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1235,1-2-24-320,මොරගොඩ 2 / Moragoda 2 / மொரா‎கொடை 2,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1236,1-2-24-325,ඉහළ යාගොඩ උතුර / Ihala Yagoda North / இஹல யா‎கொடை வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1237,1-2-24-330,මාහේන / Mahena / மா‍ஹேன,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1238,1-2-24-335,ගණේමුල්ල දකුණ / Ganemulla South / க‍னேமுல்ல ‎‎தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1239,1-2-24-340,ගණේමුල්ල උතුර / Ganemulla North / க‍னேமுல்ல வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1240,1-2-24-345,ගලහිටියාව නැගෙනහිර / Galahitiyawa East / கலஹிட்டியாவ கிழக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1241,1-2-24-350,ගලහිටියාව  දකුණ / Galahitiyawa South / கலஹிட்டியாவ தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1242,1-2-24-355,කොස්සින්න නැගෙනහිර / Kossinna East / ‎கொஸ்சின்ன கிழக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1243,1-2-24-360,අමුණුගොඩ උතුර / Amunugoda North / அமுணு‎கொடை வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1244,1-2-24-365,ඉහළ යාගොඩ දකුණ / Ihala Yagoda South / இஹல யா‎கொடை ‎தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1245,1-2-24-370,මුදුන්ගොඩ දකුණ / Mudungoda South / முதுன்‎கொடை தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1246,1-2-24-375,මුදුන්ගොඩ  උතුර / Mudungoda North / முதுன்‎கொடை வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1247,1-2-24-380,ගොඩගෙදර / Godagedara / ‎கொட‎கெதர,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1248,1-2-24-385,රතුපස්වල / Rathupaswala / ரதுபஸ்வல,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1249,1-2-24-390,ගල්ලොලුව / Galloluwa / கல்லொலுவ,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1250,1-2-24-395,බැලුම්මහර / Belummahara / ‎பெலும்மஹர,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1251,1-2-24-400,ඉහළ ඉඹුල්ගොඩ උතුර / Ihala Imbulgoda North / இஹல இபுல்‎கொடை வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1252,1-2-24-405,ඉහළ ඉඹුල්ගොඩ දකුණ / Ihala Imbulgoda South / இஹல இம்புல்‎கொடை தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1253,1-2-24-410,පහළ ඉඹුල්ගොඩ දකුණ / Pahala Imbulgoda South / பஹல இபுல்‎கொடை தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1254,1-2-24-415,පහළ ඉඹුල්ගොඩ බටහිර / Pahala Imbulgoda West / பஹல இம்புல்‎கொட மேற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1255,1-2-24-420,අමුණුගොඩ දකුණ / Amunugoda South / அமுணு‎கொடை தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1256,1-2-24-425,පරකන්දෙනිය උතුර 1 / Parakandeniya North1 / பரகந்‎தெனிய வடக்கு1,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1257,1-2-24-430,කොස්සින්න බටහිර 1 / Kossinna West1 / ‎கொஸ்சின்ன மேற்கு1,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1258,1-2-24-435,කටුවාලමුල්ල උතුර / Katuwalamulla North / கடுவலமுல்ல வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1259,1-2-24-440,කොස්සින්න බටහිර 2 / Kossinna West2 / ‎கொஸ்சின்ன மேற்கு2,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1260,1-2-24-445,කටුවාලමුල්ල  දකුණ / Katuwalamulla South / கடுவாலமுல்ல தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1261,1-2-24-450,පරකන්දෙනිය උතුර 2 / Parakandeniya North2 / பரகந்‎தெனிய வடக்கு2,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1262,1-2-24-455,පරකන්දෙනිය දකුණ / Parakandeniya South / பரகந்‎தெனிய,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1263,1-2-24-460,පහළ ඉඹුල්ගොඩ නැගෙනහිර / Pahala Imbulgoda East / பஹல இபுல்‎கொடை கிழக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1264,1-2-24-465,ඇඹරළුව උතුර 2 / Embaraluwa North 2 / எம்பரலுவ வடக்கு 2,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1265,1-2-24-470,ඇඹරළුව උතුර 1 / Embaraluwa North 1 / எம்பரலுவ வடக்கு 1,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1266,1-2-24-475,වැලිවේරිය බටහිර / Weliweriya West / ‎வெலி‍வேரிய மேற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1267,1-2-24-480,නැදුන්ගමුව / Nedungamuwa / ‎நெதுன்கமுவ,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1268,1-2-24-485,වැලිවේරිය නැගෙනහිර / Weliweriya East / ‎வெலி‍வேரிய கிழக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1269,1-2-24-490,වැලිවේරිය උතුර / Weliweriya North / ‎வெலி‍வேரிய வடக்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1270,1-2-24-495,වැලිවේරිය  දකුණ / Weliweriya South / வெலி‍வேரிய தெற்கு,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1271,1-2-24-500,ඇඹරළුව දකුණ 1 / Embaraluwa South1 / எபரெலுவ தெற்கு 1,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1272,1-2-24-505,ඇඹරළුව දකුණ 2 / Embaraluwa South 2 / எபரெலுவ தெற்கு 2,,,DS0021,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1273,1-2-27-005,එළුවපිටිය බටහිර / Eluwapitiya West / எலுவபிட்டிய ‍மேற்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1274,1-2-27-010,එළුවපිටිය / Eluwapitiya / எலுவபிட்டிய,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1275,1-2-27-015,හිරිපිටිය බටහිර / Hiripitiya West / ஹிரிபிட்டிய மேற்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1276,1-2-27-020,හිරිපිටිය උතුර / Hiripitiya North / ஹிரிபிட்டிய வடக்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1277,1-2-27-025,හිරිපිටිය  මධ්‍යම / Hiripitiya Central / மத்திய ஹிரிபிட்டிய,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1278,1-2-27-030,හිරිපිටිය නැගෙනහිර / Hiripitiya East / ஹிரிபிட்டிய கிழக்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1279,1-2-27-035,තල්ගස්මොටේ බටහිර / Thalgasmote West / தல்கஸ்‎மொ‍தே மேற்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1280,1-2-27-040,තල්ගස්මොටේ / Thalgasmote / தல்கஸ்‎மொ‍டே,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1281,1-2-27-045,තල්ගස්මොටේ නැගෙනහිර / Thalgasmote East / தல்கஸ்‎மொ‍டே கிழக்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1282,1-2-27-050,උදම්මිට / Udammita / உதம்மிட்டே,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1283,1-2-27-055,හුඹුටියාව බටහිර / Humbutiyawa West / ஹும்புட்டியாவ மேற்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1284,1-2-27-060,හුඹුටියාව / Humbutiyawa / ஹும்புட்டியாவ,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
2634,2-1-09-020,වලහේන / Walahena / வலஹேன,,,DS0043,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1285,1-2-27-065,පරණ වේයන්ගොඩ / Parana Veyangoda / பழைய வெயங்‎கொட,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1286,1-2-27-070,කෝන්ගස්දෙනිය / Kongasdeniya / ‍‎‍கோங்கஸ்‎தெனிய,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1287,1-2-27-075,වෙදගම / Wedagama / ‎வெதகம,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1288,1-2-27-080,කලල්පිටිය / Kalalpitiya / கலல்பிட்டிய,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1289,1-2-27-085,නවගමුව / Nawagamuwa / நவகமுவ,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1290,1-2-27-090,නාපගොඩ / Napagoda / நாப்பகொட,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1291,1-2-27-095,නිට්ටඹුව දකුණ / Nittambuwa South / நிட்டம்புவ ‎தெற்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1292,1-2-27-100,නිට්ටඹුව  උතුර / Nittambuwa North / நிட்டம்புவ வடக்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1293,1-2-27-105,නිට්ටඹුව නැගෙනහිර / Nittambuwa East / நிட்டம்புவ கிழக்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1294,1-2-27-110,කොලවත්ත / Kolawatta / ‍‎‍கோலவத்த,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1295,1-2-27-115,පත්තලගෙදර නැගෙනහිර / Pattalagedara East / பத்தல‎கெதர கிழக்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1296,1-2-27-120,පත්තලගෙදර / Pattalagedara / பத்தல‎கெதர,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1297,1-2-27-125,හිරිපිටිය දකුණ / Hiripitiya South / ஹிரிபிட்டிய ‎தெற்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1298,1-2-27-130,වටද්දර / Wataddara / வடத்தார,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1299,1-2-27-135,වටද්දර බටහිර / Wataddara West / வடத்தார ‍மேற்கு,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
1300,1-2-27-140,මගලෙගොඩ / Magalegoda / மக‍லே‎கொட,,,DS0022,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
