gn_id,gn_gnc,gn_gnname,gn_mbile,gn_email,gn_dvcode,gn_version,gn_is_deleted,gn_created_at,gn_updated_at,gn_created_by,gn_updated_by,gn_version_number
7257,4-1-39-140,නයිනාතිවු උතුර / Nainativu North / நயினாதீவு வடக்கு,,,DS0144,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7258,4-1-39-145,නයිනාතීවු මධ්‍යම / Nainativu Center / நயினாதீவு மத்தி,,,DS0144,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7259,4-1-39-150,නයිනාතිවු දකුණ / Nainativu South / நயினாதீவு தெற்கு,,,DS0144,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7260,4-1-42-005,ඩෙල්ෆ්ට්     බටහිර / Delft West / நெடுந்தீவு மேற்கு,,,DS0145,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7261,4-1-42-010,ඩෙල්ෆ්ට්   දකුණ / Delft South / நெடுந்தீவு தெற்கு,,,DS0145,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7262,4-1-42-015,ඩෙල්ෆ්ට් මධ්‍යම බටහිර / Delft Centre West / நெடுந்தீவு  மத்தி மேற்கு,,,DS0145,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7263,4-1-42-020,ඩෙල්ෆ්ට් මධ්‍යම / Delft Centre / ‎நெடுந்தீவு மத்தி,,,DS0145,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7264,4-1-42-025,ඩෙල්ෆ්ට් මධ්‍යම නැගෙනහිර / Delft Center East / நெடுந்தீவு  மத்தி கிழக்கு,,,DS0145,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7265,4-1-42-030,ඩෙල්ෆ්ට් නැගෙනහිර / Delft East / நெடுந்தீவு கிழக்கு,,,DS0145,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7266,4-1-45-005,කාරෙයිනගර් උතුර / Karainagar North / காரைநகர் வடக்கு,,,DS0146,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7267,4-1-45-010,කාරෙයිනගර් ඊසාන / Karainagar North East / காரைநகா் வடகிழக்கு,,,DS0146,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7268,4-1-45-015,කාරෙයිනගර් නැගෙනහිර / Karainagar East / காரைநகர் வடக்கு,,,DS0146,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7269,4-1-45-020,කාරෙයිනගර් මැද / Karainagar Centre / காரைநகர் மத்தி,,,DS0146,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7270,4-1-45-025,කාරෙයිනගර් වයඹ / Karainagar North West / காரைநகர் வட மேற்கு,,,DS0146,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7271,4-1-45-030,කාරෙයිනගර් බටහිර / Karainagar West / காரைநகர்  மேற்கு,,,DS0146,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7272,4-1-45-035,කාරෙයිනගර් දකුණ නැගෙනහිර / Karainagar South East / காரைநகர் தென்கிழக்கு,,,DS0146,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7273,4-1-45-040,කාරෙයිනගර් දකුණ / Karainagar South / காரைநகர்  தெற்கு,,,DS0146,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7274,4-1-45-045,කරෙයිනගර් නිරිත / Karainagar South West / காரைநகர் தென்மேற்கு,,,DS0146,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7275,4-2-03-005,තලෙයිමන්නාරම ගම උතුර / Talaimannar Village North / தலை மன்னார் கிராமம் வடக்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7276,4-2-03-010,තලෙයිමන්නාර් පේර් බටහිර / Talaimannar Pier West / தலை மன்னார் பியா் மேற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7277,4-2-03-015,තලෙයිමන්නාරම පියර් නැගෙනහිර / Talaimannar Pier East / தலை மன்னார் பியா்  கிழக்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7278,4-2-03-020,තලෙයිමන්නාරම / Taliamannar / தலை மன்னார்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7279,4-2-03-025,තලෙයිමන්නාරම ගම දකුණ / Talaimannar Village South / தலை மன்னார் கிராமம் தெற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7280,4-2-03-030,කඩ්ඩුක්කාරන් කුඩීයිරුප්පු / Kaddukaran Kudiyiruppu / கட்டுக்காரன் குடியிருப்பு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7281,4-2-03-035,තුල්ලු කුඩිරුප්පු / Thullukudiyiruppu / துள்ளுகுடியிருப்பு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7282,4-2-03-040,පේසලෛ දකුණ / Pesalai South / பேசாலை தெற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7283,4-2-03-045,පේසාලෛ උතුර / Pesalai North / பேசாலை வடக்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7284,4-2-03-050,පේසාලෛ බටහිර / Pesalai West / பேசாலை மேற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7285,4-2-03-055,සිරුත්තොප්පු / Siruthoppu / சிறுத்தோப்பு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7286,4-2-03-060,පෙරිය කරිසල් / Periya Karisal / பெரிய கரிசல்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7287,4-2-03-065,ඔලෛත්තොඩුවායි / Olaithodduwai / ஓலைத்தொடுவாய்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7288,4-2-03-070,පුදුක්කුඩීයිරුප්පු / Puthukudiyiruppu / புதுக்குடியிருப்பு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7289,4-2-03-075,එරුක්කලම්පිඩිඩී බටහිර / Erukkalampiddy West / எருக்கலம்பிட்டி மேற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7290,4-2-03-080,එරුක්කලම්පිඩිඩී උතුර / Erukkalampiddy North / எருக்கலம்பிட்டி வடக்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7291,4-2-03-085,එරුක්කලම්පිඩිඩී නැගෙනහිර / Erukkalampiddy East / எருக்கலம்பிட்டி கிழக்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7292,4-2-03-090,එරුක්කලම්පිඩිඩී දකුණ / Erukkalampiddy South / எருக்கலம்பிட்டி தெற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7293,4-2-03-095,එරුක්කලම්පිඩිඩී මධ්‍යම / Erukkalampiddy Central / எருக்கலம்பிட்டி மத்தி,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7294,4-2-03-100,පල්ලිමුනෛ නැගෙනහිර / Pallimunai East / பள்ளிமுணை கிழக்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7295,4-2-03-105,මූර් වීදිය / Moor Street / மூர்வீதி,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7296,4-2-03-110,එමීල් නගර් / Emil Nagar / எமில்நகர்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7297,4-2-03-115,තරාපුරම් නැගෙනහිර / Tharapuram East / தாராபுரம் கிழக்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7298,4-2-03-120,තරාපුරම් බටහිර / Tharapuram West / தாராபுரம் மேற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7299,4-2-03-125,තොට්ටවේලි / Thoddavely / தோட்டவெளி,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7300,4-2-03-130,තාල්වුපාඩු / Thalvupadu / தாழ்வுபாடு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7301,4-2-03-135,පඩ්ඩීතෝඩ්ඩම් / Paddithottam / பட்டிதோட்டம்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7302,4-2-03-140,එළුතුර් / Eluthoor / எழுத்தூர்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7303,4-2-03-145,සවුත් බාර් / South Bar / சவுத்பார்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7304,4-2-03-150,සාවට්කඩ්ඩු / Shavatkaddu / சாவற்கட்டு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7305,4-2-03-155,සින්නක්කඩෛ / Sinnakadai / சின்னக்கடை,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7571,4-4-09-035,මන්දුවිල් / Manthuvil / மந்துவில்,,,DS0158,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7306,4-2-03-160,උප්පුකුලම් උතුර / Uppukulam North / உப்புக்குளம் வடக்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7307,4-2-03-165,පල්ලිමුනෛ බටහිර / Pallimunai West / பள்ளிமுணை மேற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7308,4-2-03-170,උප්පුකුලම් දකුණ / Uppukulam South / உப்புக்குளம் தெற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7309,4-2-03-175,පෙරියකඩෛ / Periyakadai / பெரியகடை,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7310,4-2-03-180,පෙට්ටා / Pettah / பெற்றா,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7311,4-2-03-185,පනන්කට්ටකොට්ටු බටහිර / Panankaddukoddu West / பனங்கட்டிக்கோட்டு மேற்கு கிழக்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7312,4-2-03-190,පනන්කට්ටුකොට්ටු නැගෙනහිර / Panankaddukoddu East / பனங்கட்டிக்கோட்டு மேற்கு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7313,4-2-03-195,පෙරිය නාවට්කුලම් / Periyanavatkulam / பெரிய நாவற்குளம்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7314,4-2-03-200,තීරුක්කේස්වරම් / Thiruketheeswaram / திருக்கேதீஸ்வரம்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7315,4-2-03-205,නාගතාල්වු / Nagathalvu / நாகதாழ்வு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7316,4-2-03-210,නීලාසේනෛ / Neelasenai / நீலாசேனை,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7317,4-2-03-215,මාතෝඩ්ඩම් / Mathoddam / மாதோட்டம்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7318,4-2-03-220,කල්ලිකඩ්ඩෛක්කාඩු / Kallikaddaikadu / கள்ளிகட்டைக்காடு,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7319,4-2-03-225,වණ්ණාමෝඩ්ඩෛ / Vannamoddai / வண்ணாமோட்டை,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7320,4-2-03-230,උයිලං කුලම් / Uyilankulam / உயிலன் குளம்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7321,4-2-03-235,පුදුක්කමම් / Puthukamam / புதுக்கமம்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7322,4-2-03-240,උයිර්තරාසන් කුලම් / Uyirtharasankulam / உயிர்தராசன் குளம்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7323,4-2-03-245,පරප්පාංකණ්ඩල් / Parappankandal / பரப்பாங்கண்டல்,,,DS0147,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7324,4-2-06-005,තේවන්පිඩ්ඩි / Thevanpiddy / தேவன்பிட்டி,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7325,4-2-06-010,වෙල්ලාන් කුලම් / Vellankulam / வெள்ளாங்குளம்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7326,4-2-06-015,පාලියාරු / Pali Aru / பாலியாறு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7327,4-2-06-020,අන්තෝනියාර්පුරම් / Anthoniyarpuram / அந்தோனியார்புரம்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7328,4-2-06-025,ඉලුප්පෛක්කඩවෛ / Illuppaikadavai / இலுப்பைக்கடவை,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7329,4-2-06-030,කල්ලියඩී / Kalliyadi / கள்ளியடி,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7330,4-2-06-035,ආත්තීමෝඩ්ඩෛ / Aththimoddai / அத்திமோட்டை,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7331,4-2-06-040,කුරායි / Koorai / கூராய்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7332,4-2-06-045,පෙරිය මඩු නැගෙනහිර / Periyamadhu East / பெரிய மடு கிழக்கு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7333,4-2-06-050,පෙරියමඩු බටහිර / Periyamadhu West / பெரிய மடு மேற்கு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7334,4-2-06-055,කායානගර් / Kayanagar / காயாநகர்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7335,4-2-06-060,පල්ලමඩු / Pallamadhu / பள்ளமடு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7336,4-2-06-065,කෝවිට්කුලම් / Kovitkulam / கோவிற்குளம்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7337,4-2-06-070,විඩත්තල්තිවු උතුර / Vidataltivu North / விடத்தல்தீவு வடக்கு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7338,4-2-06-075,විඩත්තල්තිවු බටහිර / Vidataltivu West / விடத்தல்தீவு மேற்கு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7339,4-2-06-080,විඩත්තල්තිවු මධ්‍යම / Vidataltivu Central / விடத்தல்தீவு மத்தி,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7340,4-2-06-085,විඩත්තල්තිවු නැගෙනහිර / Vidataltivu East / விடலைத்தீவு கிழக்கு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7341,4-2-06-090,පප්පමෝඩ්ඩෛ / Pappamoddai / பாப்பாமோட்டை,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7342,4-2-06-095,පරප්පුකඩන්තාන් බටහිර / Parappukadanthan West / பரப்புகடந்தான் மேற்கு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7343,4-2-06-100,පරප්පුකඩන්තාන් නැගෙනහිර / Parappukadanthan East / பரப்புகடந்தான் கிழக்கு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7344,4-2-06-105,කන්නාඩ්ඩි / Kannady / கன்ணாடி,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7345,4-2-06-110,මිනුක්කන් / Minukkan / மினுக்கன்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7346,4-2-06-115,මාලිකෛත්තිඩල් / Maligaithiddal / மாளிகைத்திடல்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7347,4-2-06-120,වෙඩ්ඩෛයාමුරිප්පු / Veddayarmurrippu / வேட்டையாமுறிப்பு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7348,4-2-06-125,අඩම්පන් / Adampan / அடம்பன்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7349,4-2-06-130,නෙඩුංකණ්ඩල් / Nedunkandal / நெடுக்கண்டல்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7350,4-2-06-135,කරුංකණ්ඩල් වණ්ණාකුලම් / Karunkandal Vannakulam / கருங்கண்டல் வண்ணாகுளம்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7351,4-2-06-140,ආඩ්කාඩ්ඩීවේලි / Alkaddively / ஆட்காட்டிவெளி,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7352,4-2-06-145,ආණ්ඩාන්කුලම් / Andankulam / ஆண்டான்குளம்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7353,4-2-06-150,කරුංකණ්ඩල් / Karunkandal / கருங்கண்டல்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7354,4-2-06-155,සොර්ණපුරි / Sornapuri / சொர்ணபுரி,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7355,4-2-06-160,පාලෛක්කුලි / Palaikuly / பாலைக்குளி,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7356,4-2-06-165,කාත්තාන් කුලම් / Kaththankulam / காத்தான்குளம்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7357,4-2-06-170,වඩ්ඩක්කණ්ඩල් / Vaddakandal / வட்டக்கண்டல்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7358,4-2-06-175,පාලෛයඩීප්පුතුක්කුලම් / Palayadip Puthukulam / பாலையடிப்புதுக்குளம்,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7359,4-2-06-180,පාලෛප්පෙරුමාල්කඩ්ඩු / Palai Periymalkaddu / பாலைப்பெருமாள்கட்டு,,,DS0148,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7360,4-2-09-005,පාලම්පීඩිඩී / Palampiddy / பாலம்பிட்டி,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7361,4-2-09-010,කිරිසුඩ්ඩාන් / Keerisuddan / கீரிசுட்டான்,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7362,4-2-09-015,පරසං කුලම් / Parasankulam / பரசங்குளம்,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7363,4-2-09-020,විලත්ති කුලම් / Vilaththikulam / விளாத்திகுளம்,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7364,4-2-09-025,කාක්කෛයන් කුලම් නැගෙනහිර / Kakkayankulam East / காக்கையன்குளம் கிழக்கு,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7365,4-2-09-030,කල්මඩු / Kalmadhu / கல்மடு,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7366,4-2-09-035,කාක්කෛයන් කුලම් බටහිර / Kakkayankulam West / காக்கையன்குளம் மேற்கு,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7367,4-2-09-040,ඉර‍ණෛඉලුප්පෛක් කුලම් / Iranai Illuppaikulam / இரனண இலுப்பைக்குளம்,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7368,4-2-09-045,පෙරිය පණ්ඩීවීරිච්චාන් නැගෙනහිර / Periya Pandivirichchan East / பெரிய - பண்டிவிரிச்சான் கிழக்கு,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7369,4-2-09-050,පෙරිය පණ්ඩීවීරිච්චාන් බටහිර / Periya Pandivirichchan West / பெரிய - பண்டிவிரிச்சான் மேற்கு,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7370,4-2-09-055,මඩු / Madhu / மடு,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7371,4-2-09-060,මලුවරයර් කඩ්ඩෛයඩම්පන් / Maluvarayar Kaddaiadampan / மளுவராயர் கட்டையடம்பன்,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7372,4-2-09-065,පුමලර්නාදන් / Poomalarnthan / பூமலா்ந்தான்,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7373,4-2-09-070,තේක්කම් / Thekkam / தேக்கம்,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7374,4-2-09-075,පන්නවෙඩ්ඩුවාන් / Pannavedduvan / பன்னவெட்டுவான்,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7375,4-2-09-080,පෙරියමුරිප්පු / Periyamurippu / பெரியமுறிப்பு,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
7376,4-2-09-085,මාතගම / Mathakiramam / மாதாகிராமம்,,,DS0149,2025-11-17 05:30:13.511594,False,2025-11-17 05:30:13.511594,2025-11-17 05:30:13.511594,system,system,1
